Date,Host Country,Refugees In,Refugees Out,Internally Displaced Persons (IDPs),Source
2022-12-16,Germany,308,17,2056,Simulated
2022-12-16,Romania,335,233,8405,Simulated
2022-12-16,Moldova,217,293,5440,Simulated
2022-12-17,Poland,930,72,9887,Simulated
2022-12-17,Germany,963,367,6008,Simulated
2022-12-17,Romania,449,94,9167,Simulated
2022-12-17,Moldova,654,25,1034,Simulated
2022-12-18,Poland,173,364,1077,Simulated
2022-12-18,Germany,375,339,8200,Simulated
2022-12-18,Romania,911,373,3600,Simulated
2022-12-18,Moldova,131,387,1148,Simulated
2022-12-19,Poland,991,20,5101,Simulated
2022-12-19,Germany,163,299,8749,Simulated
2022-12-19,Romania,807,167,9010,Simulated
2022-12-19,Moldova,702,239,6137,Simulated
2022-12-20,Poland,165,8,3520,Simulated
2022-12-20,Germany,479,71,3442,Simulated
2022-12-20,Romania,864,437,1313,Simulated
2022-12-20,Moldova,583,472,6972,Simulated
2022-12-21,Poland,240,401,7737,Simulated
2022-12-21,Germany,240,424,2160,Simulated
2022-12-21,Romania,525,395,8742,Simulated
2022-12-21,Moldova,806,384,2461,Simulated
2022-12-22,Poland,687,450,1751,Simulated
2022-12-22,Germany,533,65,9119,Simulated
2022-12-22,Romania,138,79,4650,Simulated
2022-12-22,Moldova,588,28,5809,Simulated
2022-12-23,Poland,273,105,2975,Simulated
2022-12-23,Germany,575,429,4113,Simulated
2022-12-23,Romania,981,156,24,Simulated
2022-12-23,Moldova,784,406,9963,Simulated
2022-12-24,Poland,649,161,5930,Simulated
2022-12-24,Germany,361,375,6611,Simulated
2022-12-24,Romania,771,375,3446,Simulated
2022-12-24,Moldova,326,337,1278,Simulated
2022-12-25,Poland,398,222,8988,Simulated
2022-12-25,Germany,629,144,803,Simulated
2022-12-25,Romania,918,483,1677,Simulated
2022-12-25,Moldova,342,55,7197,Simulated
2022-12-26,Poland,761,403,5204,Simulated
2022-12-26,Germany,383,455,949,Simulated
2022-12-26,Romania,690,414,5733,Simulated
2022-12-26,Moldova,597,429,5846,Simulated
2022-12-27,Poland,817,31,2366,Simulated
2022-12-27,Germany,143,242,3277,Simulated
2022-12-27,Romania,990,386,7172,Simulated
2022-12-27,Moldova,957,178,3746,Simulated
2022-12-28,Poland,469,471,5455,Simulated
2022-12-28,Germany,303,28,4184,Simulated
2022-12-28,Romania,229,82,9882,Simulated
2022-12-28,Moldova,280,425,4194,Simulated
2022-12-29,Poland,226,375,7991,Simulated
2022-12-29,Germany,122,360,844,Simulated
2022-12-29,Romania,455,336,2128,Simulated
2022-12-29,Moldova,430,120,9437,Simulated
2022-12-30,Poland,764,384,9907,Simulated
2022-12-30,Germany,651,101,867,Simulated
2022-12-30,Romania,461,461,1967,Simulated
2022-12-30,Moldova,583,493,4282,Simulated
2022-12-31,Poland,992,288,1778,Simulated
2022-12-31,Germany,659,137,3532,Simulated
2022-12-31,Romania,523,333,8104,Simulated
2022-12-31,Moldova,331,354,9108,Simulated
2023-01-01,Poland,862,456,7750,Simulated
2023-01-01,Germany,353,401,9421,Simulated
2023-01-01,Romania,962,197,7159,Simulated
2023-01-01,Moldova,925,149,1936,Simulated
2023-01-02,Poland,105,438,8953,Simulated
2023-01-02,Germany,951,419,7683,Simulated
2023-01-02,Romania,945,389,6183,Simulated
2023-01-02,Moldova,129,198,9230,Simulated
2023-01-03,Poland,557,68,6577,Simulated
2023-01-03,Germany,911,182,2436,Simulated
2023-01-03,Romania,988,458,2429,Simulated
2023-01-03,Moldova,701,357,8900,Simulated
2023-01-04,Poland,212,389,1756,Simulated
2023-01-04,Germany,341,50,6364,Simulated
2023-01-04,Romania,360,116,3237,Simulated
2023-01-04,Moldova,878,135,5044,Simulated
2023-01-05,Poland,542,422,952,Simulated
2023-01-05,Germany,464,38,1981,Simulated
2023-01-05,Romania,531,275,4031,Simulated
2023-01-05,Moldova,739,470,7301,Simulated
2023-01-06,Poland,370,104,9437,Simulated
2023-01-06,Germany,812,445,8347,Simulated
2023-01-06,Romania,763,124,7404,Simulated
2023-01-06,Moldova,714,387,3060,Simulated
2023-01-07,Poland,304,310,675,Simulated
2023-01-07,Germany,974,267,879,Simulated
2023-01-07,Romania,143,170,1117,Simulated
2023-01-07,Moldova,883,419,9873,Simulated
2023-01-08,Poland,509,477,6158,Simulated
2023-01-08,Germany,424,245,8315,Simulated
2023-01-08,Romania,498,408,435,Simulated
2023-01-08,Moldova,529,412,7137,Simulated
2023-01-09,Poland,736,248,8982,Simulated
2023-01-09,Germany,548,442,2937,Simulated
2023-01-09,Romania,748,151,921,Simulated
2023-01-09,Moldova,109,321,357,Simulated
2023-01-10,Poland,101,278,7458,Simulated
2023-01-10,Germany,454,364,3017,Simulated
2023-01-10,Romania,771,51,8394,Simulated
2023-01-10,Moldova,281,317,3999,Simulated
2023-01-11,Poland,907,344,4742,Simulated
2023-01-11,Germany,714,337,2518,Simulated
2023-01-11,Romania,615,449,1103,Simulated
2023-01-11,Moldova,806,151,8061,Simulated
2023-01-12,Poland,192,373,5026,Simulated
2023-01-12,Germany,772,100,172,Simulated
2023-01-12,Romania,475,8,4400,Simulated
2023-01-12,Moldova,784,288,4652,Simulated
2023-01-13,Poland,892,365,8575,Simulated
2023-01-13,Germany,439,260,2254,Simulated
2023-01-13,Romania,256,60,4635,Simulated
2023-01-13,Moldova,305,354,8629,Simulated
2023-01-14,Poland,592,371,2111,Simulated
2023-01-14,Germany,305,140,5000,Simulated
2023-01-14,Romania,437,48,8460,Simulated
2023-01-14,Moldova,848,281,2358,Simulated
2023-01-15,Poland,869,338,9404,Simulated
2023-01-15,Germany,937,308,5309,Simulated
2023-01-15,Romania,348,149,9663,Simulated
2023-01-15,Moldova,648,428,1104,Simulated
2023-01-16,Poland,418,205,9834,Simulated
2023-01-16,Germany,772,110,4762,Simulated
2023-01-16,Romania,701,183,5083,Simulated
2023-01-16,Moldova,420,25,7052,Simulated
2023-01-17,Poland,513,189,1038,Simulated
2023-01-17,Germany,132,261,8292,Simulated
2023-01-17,Romania,338,103,8356,Simulated
2023-01-17,Moldova,983,17,5551,Simulated
2023-01-18,Poland,135,145,2985,Simulated
2023-01-18,Germany,855,335,9293,Simulated
2023-01-18,Romania,197,61,9513,Simulated
2023-01-18,Moldova,754,263,8280,Simulated
2023-01-19,Poland,704,481,6623,Simulated
2023-01-19,Germany,730,366,360,Simulated
2023-01-19,Romania,477,140,2383,Simulated
2023-01-19,Moldova,814,287,5489,Simulated
2023-01-20,Poland,319,28,6275,Simulated
2023-01-20,Germany,851,381,1389,Simulated
2023-01-20,Romania,166,97,1344,Simulated
2023-01-20,Moldova,716,277,5533,Simulated
2023-01-21,Poland,203,184,6533,Simulated
2023-01-21,Germany,122,321,4129,Simulated
2023-01-21,Romania,502,410,798,Simulated
2023-01-21,Moldova,116,316,5979,Simulated
2023-01-22,Poland,231,379,3069,Simulated
2023-01-22,Germany,878,259,9731,Simulated
2023-01-22,Romania,484,231,8392,Simulated
2023-01-22,Moldova,728,43,5379,Simulated
2023-01-23,Poland,443,19,1682,Simulated
2023-01-23,Germany,200,407,6527,Simulated
2023-01-23,Romania,906,102,2204,Simulated
2023-01-23,Moldova,960,486,1698,Simulated
2023-01-24,Poland,606,355,5878,Simulated
2023-01-24,Germany,361,80,5431,Simulated
2023-01-24,Romania,465,237,7247,Simulated
2023-01-24,Moldova,930,62,2085,Simulated
2023-01-25,Poland,887,407,6801,Simulated
2023-01-25,Germany,876,157,811,Simulated
2023-01-25,Romania,705,20,3118,Simulated
2023-01-25,Moldova,785,6,385,Simulated
2023-01-26,Poland,594,34,2914,Simulated
2023-01-26,Germany,482,490,1347,Simulated
2023-01-26,Romania,916,58,9357,Simulated
2023-01-26,Moldova,397,221,3727,Simulated
2023-01-27,Poland,583,381,2565,Simulated
2023-01-27,Germany,461,432,4945,Simulated
2023-01-27,Romania,172,289,6865,Simulated
2023-01-27,Moldova,170,276,53,Simulated
2023-01-28,Poland,368,225,3319,Simulated
2023-01-28,Germany,140,312,1898,Simulated
2023-01-28,Romania,648,70,828,Simulated
2023-01-28,Moldova,411,45,9881,Simulated
2023-01-29,Poland,145,197,6210,Simulated
2023-01-29,Germany,894,230,6558,Simulated
2023-01-29,Romania,418,400,8403,Simulated
2023-01-29,Moldova,483,296,3915,Simulated
2023-01-30,Poland,613,292,2262,Simulated
2023-01-30,Germany,874,81,404,Simulated
2023-01-30,Romania,475,356,4426,Simulated
2023-01-30,Moldova,129,6,2824,Simulated
2023-01-31,Poland,256,159,5988,Simulated
2023-01-31,Germany,184,41,6972,Simulated
2023-01-31,Romania,205,206,9585,Simulated
2023-01-31,Moldova,953,225,7906,Simulated
2023-02-01,Poland,299,74,3820,Simulated
2023-02-01,Germany,759,20,2328,Simulated
2023-02-01,Romania,832,211,4288,Simulated
2023-02-01,Moldova,627,260,5119,Simulated
2023-02-02,Poland,670,369,700,Simulated
2023-02-02,Germany,429,253,7539,Simulated
2023-02-02,Romania,100,53,7979,Simulated
2023-02-02,Moldova,164,256,4302,Simulated
2023-02-03,Poland,116,9,1040,Simulated
2023-02-03,Germany,287,434,601,Simulated
2023-02-03,Romania,809,343,2319,Simulated
2023-02-03,Moldova,877,122,7862,Simulated
2023-02-04,Poland,806,392,1980,Simulated
2023-02-04,Germany,881,500,3242,Simulated
2023-02-04,Romania,195,72,2995,Simulated
2023-02-04,Moldova,267,246,2635,Simulated
2023-02-05,Poland,919,218,3498,Simulated
2023-02-05,Germany,644,336,245,Simulated
2023-02-05,Romania,182,319,3675,Simulated
2023-02-05,Moldova,810,104,1732,Simulated
2023-02-06,Poland,203,98,9735,Simulated
2023-02-06,Germany,890,341,4500,Simulated
2023-02-06,Romania,239,130,6321,Simulated
2023-02-06,Moldova,763,341,6461,Simulated
2023-02-07,Poland,257,216,4074,Simulated
2023-02-07,Germany,339,322,7485,Simulated
2023-02-07,Romania,220,201,7866,Simulated
2023-02-07,Moldova,158,100,4405,Simulated
2023-02-08,Poland,584,143,2687,Simulated
2023-02-08,Germany,460,100,5959,Simulated
2023-02-08,Romania,543,195,9394,Simulated
2023-02-08,Moldova,829,332,640,Simulated
2023-02-09,Poland,667,447,6045,Simulated
2023-02-09,Germany,873,395,373,Simulated
2023-02-09,Romania,380,352,854,Simulated
2023-02-09,Moldova,267,339,1127,Simulated
2023-02-10,Poland,515,105,4435,Simulated
2023-02-10,Germany,812,333,7904,Simulated
2023-02-10,Romania,864,362,2635,Simulated
2023-02-10,Moldova,140,181,1025,Simulated
2023-02-11,Poland,169,217,1278,Simulated
2023-02-11,Germany,637,38,1587,Simulated
2023-02-11,Romania,519,434,4654,Simulated
2023-02-11,Moldova,160,460,2487,Simulated
2023-02-12,Poland,678,92,6333,Simulated
2023-02-12,Germany,510,334,8623,Simulated
2023-02-12,Romania,612,406,3582,Simulated
2023-02-12,Moldova,552,457,6379,Simulated
2023-02-13,Poland,962,257,6710,Simulated
2023-02-13,Germany,957,383,5708,Simulated
2023-02-13,Romania,106,477,534,Simulated
2023-02-13,Moldova,605,135,2670,Simulated
2023-02-14,Poland,216,363,654,Simulated
2023-02-14,Germany,349,453,1425,Simulated
2023-02-14,Romania,161,437,6684,Simulated
2023-02-14,Moldova,753,286,1567,Simulated
2023-02-15,Poland,963,378,1754,Simulated
2023-02-15,Germany,233,191,5255,Simulated
2023-02-15,Romania,896,467,6296,Simulated
2023-02-15,Moldova,188,449,3084,Simulated
2023-02-16,Poland,897,83,4334,Simulated
2023-02-16,Germany,564,342,9260,Simulated
2023-02-16,Romania,854,444,5003,Simulated
2023-02-16,Moldova,802,200,829,Simulated
2023-02-17,Poland,441,229,4372,Simulated
2023-02-17,Germany,694,491,6410,Simulated
2023-02-17,Romania,406,298,6529,Simulated
2023-02-17,Moldova,872,42,8163,Simulated
2023-02-18,Poland,739,360,1461,Simulated
2023-02-18,Germany,189,356,1100,Simulated
2023-02-18,Romania,132,252,4582,Simulated
2023-02-18,Moldova,644,73,8099,Simulated
2023-02-19,Poland,718,98,1062,Simulated
2023-02-19,Germany,187,306,5384,Simulated
2023-02-19,Romania,487,251,7596,Simulated
2023-02-19,Moldova,986,439,5584,Simulated
2023-02-20,Poland,370,125,641,Simulated
2023-02-20,Germany,143,194,2577,Simulated
2023-02-20,Romania,368,258,1111,Simulated
2023-02-20,Moldova,613,386,347,Simulated
2023-02-21,Poland,639,303,2324,Simulated
2023-02-21,Germany,721,114,1641,Simulated
2023-02-21,Romania,118,401,7590,Simulated
2023-02-21,Moldova,696,441,3202,Simulated
2023-02-22,Poland,824,105,1752,Simulated
2023-02-22,Germany,543,459,5709,Simulated
2023-02-22,Romania,747,207,7034,Simulated
2023-02-22,Moldova,277,179,6698,Simulated
2023-02-23,Poland,761,216,5564,Simulated
2023-02-23,Germany,728,135,737,Simulated
2023-02-23,Romania,828,466,3433,Simulated
2023-02-23,Moldova,838,432,8530,Simulated
2023-02-24,Poland,329,472,8917,Simulated
2023-02-24,Germany,655,191,9617,Simulated
2023-02-24,Romania,138,203,1917,Simulated
2023-02-24,Moldova,189,125,807,Simulated
2023-02-25,Poland,340,279,5502,Simulated
2023-02-25,Germany,332,435,6813,Simulated
2023-02-25,Romania,239,334,199,Simulated
2023-02-25,Moldova,431,171,8188,Simulated
2023-02-26,Poland,430,444,4537,Simulated
2023-02-26,Germany,799,108,2204,Simulated
2023-02-26,Romania,334,40,1121,Simulated
2023-02-26,Moldova,262,241,533,Simulated
2023-02-27,Poland,609,413,5808,Simulated
2023-02-27,Germany,968,15,2094,Simulated
2023-02-27,Romania,904,199,8254,Simulated
2023-02-27,Moldova,491,363,7728,Simulated
2023-02-28,Poland,421,65,9932,Simulated
2023-02-28,Germany,120,414,9942,Simulated
2023-02-28,Romania,354,287,2733,Simulated
2023-02-28,Moldova,932,139,3374,Simulated
2023-03-01,Poland,227,308,3843,Simulated
2023-03-01,Germany,181,108,708,Simulated
2023-03-01,Romania,579,138,1116,Simulated
2023-03-01,Moldova,436,76,8590,Simulated
2023-03-02,Poland,538,220,7165,Simulated
2023-03-02,Germany,397,462,6128,Simulated
2023-03-02,Romania,764,34,8059,Simulated
2023-03-02,Moldova,379,47,3043,Simulated
2023-03-03,Poland,513,102,1995,Simulated
2023-03-03,Germany,315,221,3148,Simulated
2023-03-03,Romania,766,46,7882,Simulated
2023-03-03,Moldova,385,151,968,Simulated
2023-03-04,Poland,329,215,4960,Simulated
2023-03-04,Germany,748,470,8413,Simulated
2023-03-04,Romania,928,324,7882,Simulated
2023-03-04,Moldova,733,111,1765,Simulated
2023-03-05,Poland,644,145,8052,Simulated
2023-03-05,Germany,188,46,9573,Simulated
2023-03-05,Romania,342,197,5001,Simulated
2023-03-05,Moldova,875,440,8672,Simulated
2023-03-06,Poland,182,214,888,Simulated
2023-03-06,Germany,720,273,1116,Simulated
2023-03-06,Romania,423,73,1611,Simulated
2023-03-06,Moldova,365,373,7826,Simulated
2023-03-07,Poland,835,55,7615,Simulated
2023-03-07,Germany,629,487,3497,Simulated
2023-03-07,Romania,939,98,261,Simulated
2023-03-07,Moldova,633,453,3812,Simulated
2023-03-08,Poland,193,250,1318,Simulated
2023-03-08,Germany,772,37,3466,Simulated
2023-03-08,Romania,485,358,385,Simulated
2023-03-08,Moldova,774,108,1561,Simulated
2023-03-09,Poland,888,466,3992,Simulated
2023-03-09,Germany,846,240,4865,Simulated
2023-03-09,Romania,502,272,9575,Simulated
2023-03-09,Moldova,896,124,6978,Simulated
2023-03-10,Poland,872,65,3366,Simulated
2023-03-10,Germany,420,25,1783,Simulated
2023-03-10,Romania,746,156,266,Simulated
2023-03-10,Moldova,408,366,6866,Simulated
2023-03-11,Poland,103,38,2019,Simulated
2023-03-11,Germany,595,12,9737,Simulated
2023-03-11,Romania,230,403,4778,Simulated
2023-03-11,Moldova,229,229,2476,Simulated
2023-03-12,Poland,269,426,6435,Simulated
2023-03-12,Germany,349,17,6575,Simulated
2023-03-12,Romania,681,100,4119,Simulated
2023-03-12,Moldova,145,258,9060,Simulated
2023-03-13,Poland,936,152,4387,Simulated
2023-03-13,Germany,259,201,7151,Simulated
2023-03-13,Romania,648,31,2940,Simulated
2023-03-13,Moldova,677,14,3583,Simulated
2023-03-14,Poland,928,153,8258,Simulated
2023-03-14,Germany,771,31,4871,Simulated
2023-03-14,Romania,403,313,678,Simulated
2023-03-14,Moldova,720,154,7015,Simulated
2023-03-15,Poland,482,85,9975,Simulated
2023-03-15,Germany,737,431,3256,Simulated
2023-03-15,Romania,618,180,6778,Simulated
2023-03-15,Moldova,907,200,1348,Simulated
2023-03-16,Poland,407,444,6230,Simulated
2023-03-16,Germany,781,305,1100,Simulated
2023-03-16,Romania,102,134,7972,Simulated
2023-03-16,Moldova,629,484,5254,Simulated
2023-03-17,Poland,465,379,7029,Simulated
2023-03-17,Germany,398,0,7870,Simulated
2023-03-17,Romania,220,35,3347,Simulated
2023-03-17,Moldova,272,151,4801,Simulated
2023-03-18,Poland,736,80,638,Simulated
2023-03-18,Germany,903,160,8390,Simulated
2023-03-18,Romania,373,200,5403,Simulated
2023-03-18,Moldova,935,137,4822,Simulated
2023-03-19,Poland,709,213,419,Simulated
2023-03-19,Germany,725,496,6978,Simulated
2023-03-19,Romania,195,217,6238,Simulated
2023-03-19,Moldova,315,282,7857,Simulated
2023-03-20,Poland,942,10,4574,Simulated
2023-03-20,Germany,886,77,7390,Simulated
2023-03-20,Romania,540,465,5680,Simulated
2023-03-20,Moldova,743,62,4893,Simulated
2023-03-21,Poland,197,239,3465,Simulated
2023-03-21,Germany,196,191,8485,Simulated
2023-03-21,Romania,751,370,5271,Simulated
2023-03-21,Moldova,402,2,3486,Simulated
2023-03-22,Poland,144,188,9598,Simulated
2023-03-22,Germany,404,22,314,Simulated
2023-03-22,Romania,310,477,8949,Simulated
2023-03-22,Moldova,471,304,7561,Simulated
2023-03-23,Poland,316,141,6658,Simulated
2023-03-23,Germany,283,9,2531,Simulated
2023-03-23,Romania,213,496,3698,Simulated
2023-03-23,Moldova,839,264,4790,Simulated
2023-03-24,Poland,570,401,6233,Simulated
2023-03-24,Germany,623,331,6375,Simulated
2023-03-24,Romania,288,488,3353,Simulated
2023-03-24,Moldova,344,144,1806,Simulated
2023-03-25,Poland,844,70,2304,Simulated
2023-03-25,Germany,291,123,8259,Simulated
2023-03-25,Romania,120,155,2617,Simulated
2023-03-25,Moldova,329,280,3128,Simulated
2023-03-26,Poland,825,156,6976,Simulated
2023-03-26,Germany,113,179,4434,Simulated
2023-03-26,Romania,364,289,8470,Simulated
2023-03-26,Moldova,771,287,4373,Simulated
2023-03-27,Poland,717,235,6612,Simulated
2023-03-27,Germany,837,232,7787,Simulated
2023-03-27,Romania,815,156,795,Simulated
2023-03-27,Moldova,697,335,792,Simulated
2023-03-28,Poland,534,187,677,Simulated
2023-03-28,Germany,769,490,483,Simulated
2023-03-28,Romania,710,492,8452,Simulated
2023-03-28,Moldova,380,318,6003,Simulated
2023-03-29,Poland,839,214,4599,Simulated
2023-03-29,Germany,972,385,5947,Simulated
2023-03-29,Romania,715,498,7098,Simulated
2023-03-29,Moldova,438,90,5936,Simulated
2023-03-30,Poland,396,193,8428,Simulated
2023-03-30,Germany,498,464,9044,Simulated
2023-03-30,Romania,195,174,3171,Simulated
2023-03-30,Moldova,285,77,1943,Simulated
2023-03-31,Poland,340,100,8122,Simulated
2023-03-31,Germany,842,14,167,Simulated
2023-03-31,Romania,156,25,8631,Simulated
2023-03-31,Moldova,958,364,298,Simulated
2023-04-01,Poland,201,376,7635,Simulated
2023-04-01,Germany,632,320,93,Simulated
2023-04-01,Romania,362,169,6298,Simulated
2023-04-01,Moldova,848,99,1872,Simulated
2023-04-02,Poland,118,172,2143,Simulated
2023-04-02,Germany,917,482,3975,Simulated
2023-04-02,Romania,807,286,8511,Simulated
2023-04-02,Moldova,348,472,7576,Simulated
2023-04-03,Poland,176,259,8221,Simulated
2023-04-03,Germany,443,391,3205,Simulated
2023-04-03,Romania,351,426,8704,Simulated
2023-04-03,Moldova,551,239,3632,Simulated
2023-04-04,Poland,711,68,2733,Simulated
2023-04-04,Germany,334,335,3160,Simulated
2023-04-04,Romania,460,264,765,Simulated
2023-04-04,Moldova,613,471,5612,Simulated
2023-04-05,Poland,835,281,8268,Simulated
2023-04-05,Germany,764,67,7979,Simulated
2023-04-05,Romania,622,275,8925,Simulated
2023-04-05,Moldova,405,164,9243,Simulated
2023-04-06,Poland,410,163,3892,Simulated
2023-04-06,Germany,888,243,7417,Simulated
2023-04-06,Romania,804,420,3467,Simulated
2023-04-06,Moldova,858,280,437,Simulated
2023-04-07,Poland,589,273,2167,Simulated
2023-04-07,Germany,503,496,7739,Simulated
2023-04-07,Romania,628,109,9253,Simulated
2023-04-07,Moldova,580,325,815,Simulated
2023-04-08,Poland,800,368,322,Simulated
2023-04-08,Germany,814,5,2129,Simulated
2023-04-08,Romania,548,470,9930,Simulated
2023-04-08,Moldova,198,213,629,Simulated
2023-04-09,Poland,585,431,1010,Simulated
2023-04-09,Germany,252,182,6108,Simulated
2023-04-09,Romania,452,368,3741,Simulated
2023-04-09,Moldova,751,101,1739,Simulated
2023-04-10,Poland,497,248,2208,Simulated
2023-04-10,Germany,969,340,7235,Simulated
2023-04-10,Romania,478,286,6214,Simulated
2023-04-10,Moldova,957,190,1799,Simulated
2023-04-11,Poland,602,410,1120,Simulated
2023-04-11,Germany,884,324,3225,Simulated
2023-04-11,Romania,251,447,5057,Simulated
2023-04-11,Moldova,106,239,880,Simulated
2023-04-12,Poland,805,367,4421,Simulated
2023-04-12,Germany,378,227,2092,Simulated
2023-04-12,Romania,707,325,3168,Simulated
2023-04-12,Moldova,786,183,1447,Simulated
2023-04-13,Poland,878,490,9419,Simulated
2023-04-13,Germany,967,287,7773,Simulated
2023-04-13,Romania,625,294,5873,Simulated
2023-04-13,Moldova,220,15,8121,Simulated
2023-04-14,Poland,148,213,3222,Simulated
2023-04-14,Germany,579,369,363,Simulated
2023-04-14,Romania,951,157,2270,Simulated
2023-04-14,Moldova,522,19,8884,Simulated
2023-04-15,Poland,834,9,3627,Simulated
2023-04-15,Germany,883,130,4163,Simulated
2023-04-15,Romania,796,290,3024,Simulated
2023-04-15,Moldova,166,161,5318,Simulated
2023-04-16,Poland,363,387,2968,Simulated
2023-04-16,Germany,796,95,3,Simulated
2023-04-16,Romania,244,439,7236,Simulated
2023-04-16,Moldova,932,403,1595,Simulated
2023-04-17,Poland,822,187,4393,Simulated
2023-04-17,Germany,932,445,1862,Simulated
2023-04-17,Romania,423,103,2732,Simulated
2023-04-17,Moldova,362,313,4842,Simulated
2023-04-18,Poland,535,479,2972,Simulated
2023-04-18,Germany,940,325,1612,Simulated
2023-04-18,Romania,226,191,1142,Simulated
2023-04-18,Moldova,575,345,2233,Simulated
2023-04-19,Poland,211,340,204,Simulated
2023-04-19,Germany,414,177,7472,Simulated
2023-04-19,Romania,642,319,6397,Simulated
2023-04-19,Moldova,691,149,5243,Simulated
2023-04-20,Poland,602,469,8949,Simulated
2023-04-20,Germany,233,114,8273,Simulated
2023-04-20,Romania,821,31,1950,Simulated
2023-04-20,Moldova,765,23,157,Simulated
2023-04-21,Poland,505,392,6433,Simulated
2023-04-21,Germany,678,15,8289,Simulated
2023-04-21,Romania,423,166,8957,Simulated
2023-04-21,Moldova,232,256,904,Simulated
2023-04-22,Poland,242,80,2139,Simulated
2023-04-22,Germany,160,222,8701,Simulated
2023-04-22,Romania,214,75,1900,Simulated
2023-04-22,Moldova,518,493,653,Simulated
2023-04-23,Poland,989,48,7100,Simulated
2023-04-23,Germany,261,287,6810,Simulated
2023-04-23,Romania,800,370,4800,Simulated
2023-04-23,Moldova,843,135,9780,Simulated
2023-04-24,Poland,734,341,5018,Simulated
2023-04-24,Germany,562,337,8864,Simulated
2023-04-24,Romania,648,464,9455,Simulated
2023-04-24,Moldova,603,456,1721,Simulated
2023-04-25,Poland,305,207,8037,Simulated
2023-04-25,Germany,432,147,2490,Simulated
2023-04-25,Romania,230,343,6671,Simulated
2023-04-25,Moldova,860,384,2165,Simulated
2023-04-26,Poland,296,328,6127,Simulated
2023-04-26,Germany,583,24,2485,Simulated
2023-04-26,Romania,917,187,320,Simulated
2023-04-26,Moldova,882,247,9839,Simulated
2023-04-27,Poland,855,223,2159,Simulated
2023-04-27,Germany,934,210,1895,Simulated
2023-04-27,Romania,237,304,4446,Simulated
2023-04-27,Moldova,898,324,764,Simulated
2023-04-28,Poland,499,136,4447,Simulated
2023-04-28,Germany,169,172,6758,Simulated
2023-04-28,Romania,697,160,8312,Simulated
2023-04-28,Moldova,367,155,7235,Simulated
2023-04-29,Poland,657,232,6368,Simulated
2023-04-29,Germany,812,333,8993,Simulated
2023-04-29,Romania,765,107,5045,Simulated
2023-04-29,Moldova,612,424,3921,Simulated
2023-04-30,Poland,809,267,8825,Simulated
2023-04-30,Germany,701,462,4060,Simulated
2023-04-30,Romania,654,231,3918,Simulated
2023-04-30,Moldova,384,481,7863,Simulated
2023-05-01,Poland,310,215,6882,Simulated
2023-05-01,Germany,297,184,6116,Simulated
2023-05-01,Romania,610,226,3967,Simulated
2023-05-01,Moldova,913,122,7225,Simulated
2023-05-02,Poland,355,382,6233,Simulated
2023-05-02,Germany,425,266,713,Simulated
2023-05-02,Romania,284,297,6453,Simulated
2023-05-02,Moldova,580,207,2915,Simulated
2023-05-03,Poland,589,294,4883,Simulated
2023-05-03,Germany,323,440,8284,Simulated
2023-05-03,Romania,494,306,1331,Simulated
2023-05-03,Moldova,627,227,4650,Simulated
2023-05-04,Poland,742,141,6765,Simulated
2023-05-04,Germany,979,75,8438,Simulated
2023-05-04,Romania,252,253,8413,Simulated
2023-05-04,Moldova,990,94,4582,Simulated
2023-05-05,Poland,444,318,345,Simulated
2023-05-05,Germany,185,170,3183,Simulated
2023-05-05,Romania,414,144,2778,Simulated
2023-05-05,Moldova,140,359,829,Simulated
2023-05-06,Poland,673,299,4569,Simulated
2023-05-06,Germany,337,493,336,Simulated
2023-05-06,Romania,786,229,8382,Simulated
2023-05-06,Moldova,698,141,8511,Simulated
2023-05-07,Poland,850,311,5390,Simulated
2023-05-07,Germany,613,221,2880,Simulated
2023-05-07,Romania,225,304,3855,Simulated
2023-05-07,Moldova,388,485,49,Simulated
2023-05-08,Poland,242,62,9887,Simulated
2023-05-08,Germany,316,81,1817,Simulated
2023-05-08,Romania,896,249,299,Simulated
2023-05-08,Moldova,613,306,4383,Simulated
2023-05-09,Poland,390,57,9074,Simulated
2023-05-09,Germany,277,203,799,Simulated
2023-05-09,Romania,953,311,1110,Simulated
2023-05-09,Moldova,726,99,355,Simulated
2023-05-10,Poland,219,135,8707,Simulated
2023-05-10,Germany,754,327,4782,Simulated
2023-05-10,Romania,369,257,6345,Simulated
2023-05-10,Moldova,191,442,3318,Simulated
2023-05-11,Poland,143,366,4265,Simulated
2023-05-11,Germany,676,278,8501,Simulated
2023-05-11,Romania,322,361,5961,Simulated
2023-05-11,Moldova,227,129,9978,Simulated
2023-05-12,Poland,578,383,3833,Simulated
2023-05-12,Germany,639,335,8611,Simulated
2023-05-12,Romania,164,2,6116,Simulated
2023-05-12,Moldova,930,400,8916,Simulated
2023-05-13,Poland,550,244,7736,Simulated
2023-05-13,Germany,560,483,4580,Simulated
2023-05-13,Romania,416,150,1670,Simulated
2023-05-13,Moldova,316,109,9377,Simulated
2023-05-14,Poland,296,99,708,Simulated
2023-05-14,Germany,435,74,637,Simulated
2023-05-14,Romania,531,48,7263,Simulated
2023-05-14,Moldova,198,425,2489,Simulated
2023-05-15,Poland,631,115,3946,Simulated
2023-05-15,Germany,125,32,2912,Simulated
2023-05-15,Romania,437,454,6438,Simulated
2023-05-15,Moldova,576,257,9167,Simulated
